stem,sensor,sensor_family,tier,category,category_label,anomaly_type,bands,height,width,anomaly_px,anomaly_pct,cube_url,gt_url,preview_url
f180111t01p00r06_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180111t01p00r06_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,76,76,0,,,,
f180118t01p00r19_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180118t01p00r19_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_1,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_10,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_11,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_12,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_13,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_14,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_15,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_16,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_17,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_18,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_19,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_2,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_20,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_21,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_22,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_23,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_24,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_25,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_26,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_27,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_28,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_29,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_3,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_30,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_31,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_32,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_33,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_34,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_35,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_36,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_37,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_38,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_39,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_4,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_40,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_41,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_42,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_43,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_44,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_45,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_46,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_47,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_48,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_49,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_5,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_50,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_51,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_52,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_53,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_54,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_55,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_56,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_57,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_58,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_59,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_6,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_60,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_61,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_62,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_63,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_64,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_65,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_66,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_67,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_68,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_69,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_7,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_70,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_71,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_72,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_73,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_74,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_75,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_8,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
f180601t01p00r09_9,aviris,AVIRIS family,unlabeled,background,Clean background (pretrain),Clean background (pretrain),224,81,81,0,,,,
